N1_1,VRTG,ALT_RADIO,DIST_TO_THR_CONV,IVV,LOC,PITCH
54.5,1.03,159,672.22,-768,-0.0302,1.8
54.5,1.03,147,596.76,-736,-0.0202,1.9
54.5,1.03,136,525.87,-688,-0.0101,1.8
54.5,1.04,124,456.12,-656,0,1.8
54.5,0.98,113,382.62,-672,-0.0101,1.6
52.9,1.03,102,305.29,-736,0,1.1
50.8,1.02,91,236.41,-704,-0.0101,1.6
50.9,1.02,78,159.56,-688,0.0101,1.8
50.8,1.01,66,85.73,-704,-0.0202,1.8
48.9,1.02,54,10.21,-688,-0.0302,1.8
46.8,1.12,42,56.95,-608,-0.0504,3
44.5,1.15,31,133.14,-512,-0.0605,3.7
45.3,1.07,23,208.99,-384,-0.0605,3.7
41.9,1.04,16,284.38,-320,-0.0605,3.2
36.5,1.08,10,359.21,-224,-0.0605,4.6
33.5,1.06,6,433.59,-176,-0.0403,4.6
31.5,1.19,4,507.4,-176,-0.0302,4.4
31.3,1.18,2,580.77,-112,-0.0403,3.9
31.3,1.33,0,653.33,-208,-0.0202,3.5
34,1.13,0,724.89,-176,-0.0101,1.9
41.3,1.07,0,795.08,16,-0.0202,1.1
60.8,1.07,0,863.81,-128,-0.0101,0.9
80,1.04,0,930.16,-16,-0.0101,0.5
58.1,1.02,638,2920.43,-784,2.5806,1.2
57.8,1.02,623,2851.7,-768,3.2258,1.4
57.8,1.02,607,2782.97,-784,0,1.4
57.8,1.11,592,2714.25,-720,3.2258,2.8
59.1,1.09,577,2645.52,-640,2.5806,3
62.5,0.99,563,2576.79,-640,3.2258,2.1
62.6,0.98,548,2507.84,-704,0,0.5
62.4,1.08,535,2438.89,-768,3.2258,1.9
61.1,1.07,522,2369.71,-720,2.5806,2.3
61.3,1.02,507,2300.53,-704,3.2258,2.1
61.3,0.98,493,2231.35,-752,3.2258,1.1
61.3,1.02,477,2162.17,-848,3.2258,0.7
61.1,1.07,462,2092.77,-880,3.2258,1.6
61.1,1.05,444,2023.36,-832,3.2258,1.6
59.6,1.01,428,1953.73,-816,3.2258,1.1
59.4,0.95,412,1884.1,-864,3.2258,0.4
59.4,1.05,396,1814.25,-896,3.2258,1.2
59.4,1.07,380,1744.39,-880,3.2258,1.8
59.4,1.04,365,1674.08,-816,3.2258,1.6
57.5,1,348,1603.77,-816,3.2258,0.7
57.1,1.07,332,1533.24,-880,3.2258,1.1
57.3,1.07,317,1462.7,-832,3.2258,1.6
59.6,1.04,302,1391.94,-832,3.2258,1.4
61,1.03,287,1321.18,-784,3.2258,1.2
60.8,1.01,272,1250.19,-752,3.2258,1.1
60.8,1.04,257,1179.2,-800,3.2258,1.4
60.8,1.03,244,1107.99,-768,3.2258,1.8
60.8,1.02,229,1036.78,-784,3.2258,1.4
61,1.04,214,965.34,-784,3.2258,1.2
61.9,1.02,200,893.9,-768,3.2258,1.2
62,1.06,184,822.23,-752,3.2258,1.6
62,1.08,169,750.11,-672,3.2258,2.1
62,1.1,156,678,-624,3.2258,2.8
63.6,1.06,142,605.65,-544,3.2258,2.8
63.9,1.03,130,533.31,-528,3.2258,2.1
63.6,1.02,119,460.97,-560,3.2258,1.8
63.6,1.09,107,388.4,-528,3.2258,2.6
63.8,1.09,96,315.6,-464,3.2258,2.6
63.8,1,86,242.8,-448,3.2258,2.1
62.8,0.97,74,170.01,-560,3.2258,1.1
61.9,1,63,96.99,-656,3.2258,1.2
61.8,1.09,53,23.96,-704,3.2258,1.4
61.5,1.12,42,49.28,-640,3.2258,2.3
61.6,1.12,31,122.53,-576,3.2258,2.5
61.5,1.12,22,195.78,-384,3.2258,3.2
58,1.09,15,269.25,-256,3.2258,3.2
50.4,1.06,9,342.5,-176,3.2258,3
41,1.05,6,415.52,-144,3.2258,3.3
35.1,1.01,4,488.09,-160,3.2258,3.2
31.8,1.29,2,559.76,-192,3.2258,2.5
31.1,1.33,1,630.97,-80,3.2258,2.6
31.3,1.12,0,701.51,16,3.2258,3
31.5,1.06,0,770.69,-96,3.2258,2.5
35.4,1.06,0,838.51,-128,3.2258,1.9
45.8,1.05,0,904.52,-96,3.2258,0.2
59.3,1.05,605,3227.24,-720,0.0202,2.1
59.1,0.97,589,3133.46,-736,0.0202,1.4
59.1,0.99,574,3071.64,-768,0.0202,1.1
59.1,1.01,561,3004.36,-816,0.0202,1.4
59.1,1.04,550,2934.4,-816,0.0101,1.6
59.1,1.04,538,2868.29,-768,0.0101,1.6
59.1,1.01,526,2796.41,-736,0.0101,1.6
59.1,1.02,513,2718.54,-736,0.0202,1.8
59.1,1.05,496,2639.8,-720,0.0202,1.9
59.1,1.02,482,2568.25,-672,0.0202,1.8
59.6,1.01,469,2489.11,-640,0.0101,1.8
60.8,1.02,456,2414.21,-640,0.0101,1.8
60.9,1.04,445,2344.06,-624,0.0101,1.9
60.8,0.99,436,2280.75,-608,0.0101,1.8
60.9,0.98,426,2212.45,-656,0.0202,1.4
60.4,0.97,416,2144.76,-704,0.0202,0.9
59.8,0.97,404,2073.93,-784,0.0202,0.5
58.8,1.03,391,2004.67,-816,0.0202,1.1
58.8,1.04,379,1932.35,-784,0.0101,1.6
58.8,1.04,365,1857.65,-736,0.0202,1.6
58.8,1.05,352,1788.98,-656,0.0101,1.9
58.8,1.03,340,1710.85,-624,0,1.9
57.9,0.97,327,1635.02,-608,0.0101,1.2
57.8,0.95,316,1559.26,-704,0,0.7
57.8,1.02,304,1485.74,-752,0,1.1
57.8,1.03,291,1408.17,-752,0,1.4
57.3,1.02,277,1334.73,-720,0.0101,1.4
56.9,1,263,1254.96,-720,0.0101,1.2
56.9,0.98,252,1183.94,-752,0.0101,0.9
56.9,1.03,237,1101.65,-768,0.0101,1.2
56.9,1.03,223,1027,-736,0.0202,1.6
56.9,1.01,209,940.61,-704,0.0302,1.6
56.6,1.01,194,857.13,-704,0.0302,1.6
56.5,1,179,770.51,-720,0.0403,1.2
56.6,0.99,166,689.45,-768,0.0403,1.1
56.5,1,152,609.3,-800,0.0101,1.2
56.6,1.03,138,532.23,-800,0.0504,1.4
56.6,1.02,123,455.02,-768,0.0202,1.6
56.5,1.03,109,371.99,-752,0.0202,1.6
56.5,1,95,290.82,-784,0.0202,1.4
56.5,1.06,81,212.42,-752,0.0302,1.8
56.3,1.04,68,135.73,-704,0.0403,1.9
55,1.03,55,60.2,-640,0.0504,2.1
54.9,1.05,44,14.64,-608,0.0202,2.1
54.9,1.05,33,90.77,-544,0.0302,2.5
54.5,1.07,24,166.9,-464,0.0302,3
49.8,1.09,16,242.81,-336,0.0302,3.7
48,1.09,10,318.43,-240,0.0101,3.9
43.8,1.01,6,393.77,-192,0.0101,3.3
37.4,1.28,3,468.6,-160,0.0101,3.5
33.4,1.32,1,542.92,-80,0.0101,2.8
31.5,1.2,0,616.22,48,0.0101,2.6
32.6,1.07,0,688.51,-64,0.0101,2.3
37.6,1.1,0,759.5,-112,-0.0101,1.4
53.3,1.13,0,828.68,-32,0,0.2
55.9,1.01,680,3545.01,-832,-0.0101,-0.2
56,1.04,665,3483.88,-880,-0.0202,-0.7
56.1,1.05,650,3396.36,-880,-0.0302,-0.4
56.1,1.04,636,3319.56,-832,-0.0403,-0.4
56.1,1.01,624,3244.38,-800,-0.0403,-0.4
56.1,1.02,611,3152.32,-832,-0.0403,-0.2
56.3,1.01,598,3085.67,-816,-0.0605,0
59.6,1.05,584,3028.67,-816,-0.0706,0.2
59.5,1.06,572,2953.83,-784,-0.0706,0.4
59.4,1.06,555,2867.09,-704,-0.0806,0.4
59.5,0.97,542,2802.76,-704,-0.0907,0
59.5,0.99,528,2709.66,-816,-0.0907,-0.5
59.5,1.02,516,2623.75,-896,-0.0907,0
59.5,1.06,503,2552.82,-912,-0.0907,0.4
59.5,1.05,491,2475.28,-848,-0.1008,0.4
59.5,1.01,474,2403.59,-864,-0.1109,0
59.5,1.02,459,2324.7,-880,-0.1109,0
63.1,1.04,441,2224.38,-864,-0.131,0.4
63.9,1.05,421,2125.12,-832,-0.121,0.4
63.6,1.02,406,2033.86,-784,-0.1008,0.4
63.8,1.02,392,1955.56,-800,-0.0907,0.2
63.8,1.06,378,1868.81,-832,-0.1008,0
63.8,1.02,365,1783.69,-784,-0.1109,-0.2
63.6,0.99,352,1714.72,-800,-0.131,-0.5
63.8,1.06,338,1634.34,-800,-0.1109,-0.4
63.8,1.05,321,1552.64,-768,-0.0202,-0.4
61.3,0.98,306,1478.62,-800,-0.0101,-0.7
58.9,1.01,290,1391.26,-832,-0.0706,-0.7
59.1,1.02,274,1294.96,-832,-0.0605,-0.5
59.1,1.01,259,1197.03,-848,-0.0504,-0.5
59,1.03,244,1118.81,-832,0.0101,-0.9
58.9,1.03,229,1036.78,-848,-0.0101,-0.9
58.9,1,213,957.32,-848,0.0202,-1.1
58.1,1,197,862.9,-912,0,-1.4
54.3,1.06,181,767.11,-928,-0.0101,-1.1
54.4,1.04,166,688.16,-896,-0.0202,-0.9
54.4,1.04,150,599.19,-880,-0.0806,-0.9
54.1,1.05,133,510.55,-880,-0.0403,-0.9
51.9,1.05,117,417.17,-848,-0.0605,-0.7
51.3,1.07,101,331.34,-832,-0.1008,-0.2
51.5,1.1,85,243.94,-768,-0.0202,0.7
52.6,1.17,71,160.07,-640,-0.0302,1.6
59.9,1.08,58,80.68,-448,-0.0302,1.6
58.6,1.02,47,5.71,-400,-0.0202,1.1
52.1,1.02,38,67.57,-496,-0.0101,0.5
48,1.03,29,147.26,-528,-0.0302,0.7
41.5,1.07,22,226.5,-480,-0.0202,1.9
39.1,1.19,15,305.17,-368,-0.0101,3.7
36.5,1.29,9,383.39,-176,-0.0504,4
33.5,1.51,4,460.82,-128,-0.0504,2.5
31.3,1.44,0,537.24,16,-0.0706,0.7
32,1.08,0,612.63,0,-0.0605,0.5
35.6,1.06,0,686.44,-64,-0.0504,0.4
46.6,1.08,0,758.22,-32,-0.0706,0.4
65,1.06,0,827.63,-64,-0.0504,0.2
56.9,1.02,597,3194.23,-576,-0.0605,1.8
56.9,0.97,584,3110.67,-592,-0.0504,1.4
56.9,0.97,573,3038.45,-656,-0.0504,1.2
56.8,0.96,566,2967.48,-752,-0.0403,0.9
55.4,0.97,559,2901.9,-816,-0.0504,0.4
55.4,0.97,549,2834.84,-944,-0.0504,0.7
55.4,1.09,534,2758.91,-1024,-0.0504,1.4
57.9,1.11,513,2669.55,-944,-0.0504,1.4
61.3,1.05,494,2599.24,-784,-0.0605,1.2
61.1,1.04,475,2524.16,-800,-0.0605,0.9
59.3,1,460,2437.8,-768,-0.0605,0.7
57.9,1.01,445,2363.2,-816,-0.0605,0.5
58,1.05,435,2301.48,-816,-0.0605,1.1
57.9,1.06,422,2232.6,-720,-0.0605,1.6
57.9,1.03,412,2167.29,-672,-0.0605,1.8
58,1,399,2099.27,-656,-0.0605,1.8
58,1.02,387,2022.34,-752,-0.0605,1.6
58.9,1.1,376,1955.72,-752,-0.0605,2.1
61.1,1.11,364,1883.19,-656,-0.0605,2.5
60.9,1.04,352,1807.94,-608,-0.0504,2.3
60.9,1.01,341,1738.18,-608,-0.0504,1.9
60.4,1.02,328,1653.74,-656,-0.0403,1.8
58.5,1.01,317,1579.68,-720,-0.0302,1.4
58.5,0.99,306,1503.45,-736,-0.0202,1.2
58.5,1.03,293,1432.47,-752,-0.0302,1.6
58.5,1.05,280,1353.56,-720,-0.0202,1.8
58.4,1.06,267,1273.84,-672,-0.0302,1.8
58.4,1.03,254,1197.56,-640,-0.0202,1.6
57,0.95,239,1113.97,-672,-0.0202,0.9
56.8,1.01,226,1024.44,-832,-0.0202,0.4
56.8,1.05,210,933.3,-912,-0.0202,1.2
56.8,1.05,193,847.51,-880,-0.0101,1.4
56.8,1.05,177,765.67,-848,-0.0202,1.4
55.5,0.99,161,682.22,-800,-0.0403,1.4
55.4,1.09,145,593.95,-880,-0.0403,1.6
55.4,1.1,130,516.67,-784,-0.0101,2.3
55.5,1.1,116,449.35,-624,-0.0302,2.6
55.5,1.07,103,371.52,-496,-0.0302,2.6
55.5,1.02,92,288.28,-512,-0.0202,1.8
55.5,0.97,81,207.5,-624,-0.0202,1.4
54,1.05,70,127.73,-704,-0.0302,1.9
51.3,1.04,59,55.63,-672,-0.0302,2.5
51.5,1.07,47,15.13,-672,-0.0101,2.6
51.5,1.16,36,91.55,-560,-0.0302,4.2
50.9,1.15,27,167.68,-352,-0.0302,4.7
48,1.08,19,243.58,-272,0,4.2
41.5,1.04,13,319.2,-208,0,4
35.4,1.14,8,394.32,-160,0.0101,5.6
32.1,1.23,5,468.64,-128,0.0101,5.6
31.5,1.24,3,542.45,-80,0.0101,4.7
31.5,1.31,0,615.53,-160,-0.0101,4.2
31.6,1.11,0,687.53,-80,-0.0403,3.7
35.1,1.07,0,758.3,-48,-0.0202,3.3
44.3,1.09,0,827.98,-80,-0.0302,2.6
62.8,1.03,0,895.13,-80,-0.0202,1.8
61.5,1.05,534,2869.9,-608,2.5806,2.8
63.6,1.05,522,2802.76,-544,3.2258,2.8
63.4,0.99,509,2735.61,-528,0,2.5
63.5,0.99,497,2668.24,-544,3.2258,1.9
63.5,1.02,484,2600.87,-560,2.5806,2.3
63.8,1.05,471,2533.27,-512,3.2258,3
65.5,1.05,459,2465.34,-448,0,3.2
65.4,1.01,448,2397.4,-432,3.2258,2.8
65.4,0.98,437,2329.24,-464,2.5806,2.1
65.4,1.02,428,2261.08,-480,3.2258,2.3
65.3,1,417,2192.69,-496,0,2.3
61.8,0.98,407,2124.31,-528,3.2258,2.1
59.1,1,397,2055.58,-560,2.5806,2.1
59.3,1.02,385,1986.85,-576,3.2258,2.3
59.3,1.01,372,1918.13,-560,0,2.3
59.1,0.98,361,1849.4,-576,3.2258,1.9
59.1,0.98,349,1780.67,-624,2.5806,1.8
59,1.02,336,1711.95,-656,3.2258,1.8
59.1,1.02,324,1643.22,-672,0,2.1
59,1.02,312,1574.27,-656,3.2258,2.1
59.1,1,300,1505.32,-672,2.5806,1.9
61.6,1.02,289,1436.36,-688,3.2258,1.8
61.5,1.02,275,1367.07,-672,3.2258,2.1
61.6,1.02,264,1297.67,-640,3.2258,2.3
63.5,1.03,250,1228.26,-608,3.2258,2.5
63.5,1.02,238,1158.63,-560,3.2258,2.6
65.1,1.03,227,1088.77,-528,3.2258,2.8
65.4,1.03,217,1018.46,-496,3.2258,3
65.3,1.05,206,948.16,-432,3.2258,3.2
64.9,1.01,198,877.62,-432,3.2258,3
61.4,0.97,188,807.08,-448,3.2258,2.5
60.5,0.99,178,736.32,-512,3.2258,1.9
57.8,1,168,665.56,-560,3.2258,2.1
57.6,0.99,156,594.8,-592,3.2258,1.9
56.1,1,145,524.04,-624,3.2258,1.9
55.5,1.02,134,453.28,-656,3.2258,2.1
55.5,1,121,382.52,-656,3.2258,2.1
55.5,1.02,108,311.76,-704,3.2258,1.9
55.5,1.02,95,241,-688,3.2258,2.1
55.5,1.03,81,170.23,-688,3.2258,2.1
54.9,1,67,99.47,-704,3.2258,2.1
53.8,1.08,54,28.71,-656,3.2258,3
53.8,1.11,43,42.05,-560,3.2258,4.4
52.6,1.09,32,112.81,-432,3.2258,4.4
46.8,1.09,24,183.57,-272,3.2258,4.9
41.3,1,17,253.88,-240,3.2258,4.6
39.9,1.01,13,323.51,-208,3.2258,4.4
36.8,1.02,9,392.69,-240,3.2258,4.4
33.1,1.41,6,461.42,-224,3.2258,4.9
31.1,1.15,0,529.92,-32,3.2258,4.7
31.3,1.28,0,597.29,-208,3.2258,4
33,1.12,0,664.21,-112,3.2258,3.3
38.3,1.05,0,729.77,-160,3.2258,2.6
54.5,1.06,0,793.75,-144,3.2258,0.5
72.5,1.05,0,855.69,-80,3.2258,0.2
52.6,1.04,612,3090.08,-848,-0.0202,0.9
52.6,1.07,597,3014.14,-832,-0.0302,1.2
52.6,1.05,581,2942.09,-768,-0.0403,1.2
52.6,1.02,568,2883.51,-752,-0.0605,0.9
52.6,1.02,554,2809.44,-752,-0.0605,0.7
52.6,1.02,539,2747.41,-736,-0.0706,0.9
52.6,1.01,525,2687.81,-720,-0.0706,0.9
52.6,1.02,511,2599.66,-720,-0.0706,0.9
52.6,1.04,496,2514.21,-736,-0.0706,0.7
52.6,1.02,479,2440.82,-704,-0.0605,0.7
52.8,0.99,464,2357.92,-736,-0.0605,0.7
52.9,1.02,449,2266.14,-768,-0.0504,1.1
53,1.06,433,2187.85,-768,-0.0605,1.2
53.1,1.09,418,2101.33,-688,-0.0403,1.4
53.6,1.02,407,2053.67,-608,-0.0302,1.2
53.9,1,396,1983.98,-608,-0.0302,0.7
53.9,0.95,384,1914.76,-656,-0.0202,0.2
53.5,1,372,1825.77,-784,-0.0302,0.4
53,1.01,359,1732.16,-832,-0.0302,0.2
53,1.01,345,1648,-848,-0.0302,0.4
53,1.03,329,1581.13,-832,-0.0302,0.7
53,1.03,315,1503.7,-784,-0.0302,0.7
53.1,1.04,299,1424.83,-736,-0.0202,0.9
53.1,1.02,284,1342.88,-768,-0.0202,0.9
53.1,1.02,268,1259.5,-768,-0.0202,0.9
53,1.02,256,1191.74,-736,-0.0101,1.1
53,1.03,244,1125.88,-720,-0.0202,1.1
53,1,231,1050.72,-720,-0.0202,1.1
52.8,0.99,219,975.36,-752,-0.0202,0.7
52.8,1.02,207,902.24,-784,-0.0403,0.7
52.8,1.02,194,827.59,-752,-0.0302,0.9
52.3,0.98,179,745.1,-768,-0.0605,0.7
51.3,0.98,167,673.77,-816,-0.0605,0.5
51.3,1.01,153,598.49,-848,-0.0605,0.5
51.3,1.02,139,521.44,-832,-0.0605,1.1
51.3,1.05,124,441.84,-816,-0.0605,1.4
51.6,1.05,109,362.49,-736,-0.0403,1.8
52.1,1.03,94,283.27,-720,-0.0302,1.6
51.8,1.04,81,202.39,-640,-0.0202,1.8
51.5,1.03,68,123.27,-608,-0.0302,1.9
51.5,1.02,55,42.71,-560,-0.0101,2.5
50.5,1.1,44,28.04,-496,0,3.3
46.4,1.09,34,103.15,-416,-0.0101,3.5
45.4,1.07,25,177.98,-320,-0.0101,4
45.5,1.08,18,252.31,-224,-0.0101,4.2
42.8,1.04,12,326.4,-160,-0.0101,4.4
37.4,1.05,8,399.99,-112,-0.0101,4.6
33.1,1.01,5,473.07,-96,-0.0101,4.4
31.5,1.23,3,545.35,-64,-0.0101,4.4
31.3,1.27,1,617.13,-96,-0.0101,3.9
31.4,1.35,0,688.12,-80,0,3
32.5,1.1,0,758.09,-32,0,2.1
37.6,1.09,0,826.76,-112,0,0.9
54.9,1.06,0,893.62,-48,0.0101,0.5
77.1,1.12,0,958.17,-80,0.0101,-0.4
56.5,1,630,3227.18,-768,0,1.2
56.5,1,617,3157.08,-768,-0.0101,1.4
56.5,1.02,603,3093.9,-768,-0.0101,1.6
56.5,1.01,590,3017.44,-752,-0.0101,1.6
56.5,1,577,2950.52,-736,0,1.6
56.5,1,563,2887.03,-720,-0.0101,1.6
56.5,1,550,2810.4,-720,-0.0101,1.6
56.5,1.01,538,2740.83,-736,-0.0202,1.6
56.5,1.01,525,2673.78,-720,-0.0202,1.6
56.5,1.01,512,2604.39,-704,-0.0101,1.6
56.8,1.01,499,2534.88,-688,-0.0101,1.6
57.1,1,487,2460.02,-688,-0.0101,1.6
57.1,1.01,474,2390.53,-704,0.0101,1.6
57.1,1.01,462,2319.32,-688,0.0101,1.6
57.1,1,450,2244.96,-704,0.0101,1.6
57.1,1,437,2175.47,-720,0,1.4
57.1,1.02,425,2098.33,-736,0,1.4
57.1,1,412,2022.23,-720,0,1.4
57.1,0.99,399,1949.27,-720,0,1.2
57.1,1.01,386,1876.98,-752,-0.0101,1.2
57.1,1.02,373,1804.03,-752,-0.0101,1.4
56.8,1.01,360,1737.43,-736,-0.0202,1.4
56.5,1,347,1664.88,-752,-0.0101,1.2
56.3,1,334,1596.04,-752,-0.0101,1.1
56.3,1,320,1520.21,-768,-0.0302,1.1
56.3,0.99,306,1449.8,-784,-0.0302,1.1
55.6,1.01,293,1378.04,-800,-0.0403,0.9
55.1,1.02,279,1308.28,-800,-0.0504,1.1
55.3,1.02,265,1242.49,-784,-0.0302,1.2
55.3,1.02,252,1173.44,-752,-0.0504,1.2
55.1,1.01,238,1101.06,-720,-0.0504,1.2
55.1,1.02,225,1025.49,-704,-0.0302,1.4
55.1,1.02,210,946.29,-688,-0.0302,1.6
55.1,0.99,195,856.78,-688,-0.0101,1.4
55.1,0.99,179,763.08,-720,0.0101,1.2
55.1,0.99,164,671.67,-752,-0.0101,1.1
55.1,1.02,148,580.55,-752,-0.0202,1.4
55.1,1.03,133,496.76,-736,-0.0302,1.4
55.1,1.02,118,418.01,-704,-0.0101,1.4
55.1,1.01,102,326.62,-688,-0.0302,1.4
55.1,1,87,235.89,-672,-0.0101,1.4
55.1,0.99,72,140.84,-704,-0.0504,1.2
54.8,1.01,58,62.88,-720,-0.0403,1.6
54.1,1.08,45,17.53,-720,-0.0202,1.9
53.5,1.13,33,92.64,-592,0,3.3
47.8,1.16,22,167.75,-400,0.0302,4.6
40,1.1,13,242.58,-224,0.0907,4.7
34.5,1.07,7,316.91,-112,0.0403,4.6
31.6,1.17,4,390.72,-32,0.0806,4.6
31.1,1.03,1,463.8,-16,0.0907,4.6
31.3,1.28,0,536.09,-128,0.0605,3.3
31.4,1.07,0,607.58,-16,0.0605,3.5
34,1.09,0,677.78,-160,0.0302,2.1
41.6,1.08,0,746.73,-32,0.0101,0.5
59.9,1.07,0,813.59,-112,0,0.2
55.6,1.01,519,2828.29,-736,0,1.2
55.8,1,509,2768.34,-720,0,1.2
55.5,0.99,500,2708.59,-736,-0.0101,1.1
54.8,1,494,2656.37,-752,0,1.1
54.1,0.99,487,2595.26,-768,0,1.1
54.3,1,474,2524.19,-784,0,0.9
54.4,1,462,2456.67,-784,0,0.9
54.4,1.01,450,2391.88,-784,0,1.1
54.3,1.02,438,2328.32,-752,0,1.4
54.3,1.02,423,2249.67,-736,0,1.4
54.3,1,416,2204.34,-720,-0.0101,1.4
54.3,1,407,2142.5,-720,-0.0202,1.2
54.3,1.01,398,2093.46,-720,-0.0202,1.2
54.4,1,387,2035.64,-720,-0.0202,1.2
54.5,1,377,1981.13,-720,-0.0202,1.2
54.5,1.01,367,1916.37,-720,-0.0101,1.4
54.5,1.02,357,1851.04,-704,-0.0101,1.6
56.1,1.02,350,1799.01,-688,-0.0101,1.6
56.9,1.02,343,1749.76,-656,-0.0101,1.6
56.6,1.01,333,1688.7,-624,0.0101,1.8
56.6,1,317,1602.67,-624,0.0101,1.8
56.6,1,299,1501.18,-640,0.0202,1.8
56.6,1,279,1395.43,-640,0.0302,1.6
56.6,1,257,1281.07,-656,0.0302,1.4
57,1,238,1174.62,-688,0.0202,1.4
57,1.01,225,1100.18,-704,0.0202,1.2
57,0.99,213,1027.37,-704,0.0202,1.2
57,1.01,203,962.84,-720,0.0202,1.4
57,1.02,194,906.92,-720,0.0302,1.8
57.4,1.02,187,863.94,-704,0.0202,1.9
57.5,0.99,178,807.04,-688,0.0302,1.8
57.5,0.97,165,729.85,-720,0.0202,1.6
60.6,1.02,152,653.31,-784,0,1.4
61.9,1.08,141,586.91,-768,-0.0202,2.5
64.6,1.11,127,509.91,-688,-0.0302,3
64.6,1.07,113,425.51,-576,-0.0403,3
64,0.97,102,355.73,-576,-0.0302,2.1
62.3,1,90,282.02,-608,-0.0302,2.1
66.8,1.05,76,193.63,-624,-0.0403,2.8
66.8,1.07,63,95.95,-608,-0.0302,2.8
62.1,1.01,50,14.6,-560,-0.0202,2.3
61.9,1.04,39,61.76,-544,-0.0101,2.1
59.3,1.14,29,136.59,-512,-0.0202,3.2
53.5,1.12,20,211.65,-400,-0.0302,3.9
49.5,1.13,14,286.48,-272,-0.0101,4
42.3,1.07,9,361.08,-192,-0.0101,3.7
36.1,1.06,6,435.12,-160,0,4.4
32.5,1.03,3,508.71,-144,-0.0101,4.4
31.4,1.21,2,581.73,-112,-0.0202,4.4
31.4,1,0,654.3,-96,-0.0101,4
31.5,1.26,0,725.85,-176,-0.0403,3.3
32.1,1.1,0,796.84,-192,-0.0403,2.5
36.5,1.08,0,866.58,-128,-0.0403,1.2
48.3,1.03,0,934.52,-48,-0.0504,0.2
66.9,1.05,0,1000.08,-176,-0.0504,-0.2
57.8,0.99,522,2818.97,-800,0.0202,0.9
57.8,1.01,511,2745.17,-832,0.0101,1.1
57.8,1.01,500,2694.45,-816,0,1.2
57.8,1.02,489,2631.86,-800,0,1.4
57.8,1.02,480,2570.44,-768,0,1.4
57.8,1.01,469,2509.28,-736,0,1.4
57.8,1,457,2442.63,-720,0.0101,1.4
57.8,1.02,447,2381.04,-704,0.0202,1.6
57.8,1.02,438,2318.49,-688,0.0403,1.6
57.8,1,426,2263.09,-672,0.0302,1.6
57.8,0.99,420,2208.81,-688,0.0302,1.2
57.8,1.01,411,2162.21,-688,0.0403,1.4
57.6,1.02,403,2105.17,-688,0.0403,1.6
57.8,1.01,393,2043.16,-672,0.0403,1.6
57.9,1.01,383,1976.94,-672,0.0403,1.6
58,1.01,373,1923.91,-656,0.0403,1.6
58,1.01,365,1857.78,-656,0.0403,1.6
58,1.02,359,1807.96,-640,0.0403,1.8
58,1.01,352,1760.25,-640,0.0403,1.6
58,1,341,1682.03,-656,0.0302,1.4
58,0.98,325,1595.71,-688,0.0202,1.2
58,1.02,306,1497.05,-720,0.0101,1.6
58,1.03,285,1400.69,-704,0,1.8
58,1.01,262,1282.22,-704,-0.0202,1.8
58,0.99,244,1185.57,-720,-0.0202,1.4
58,1.01,229,1098.6,-736,-0.0202,1.4
58.1,1.03,217,1027.37,-752,-0.0101,1.8
58,1.03,206,961.09,-736,-0.0302,1.8
58.3,1.02,197,906.61,-704,-0.0202,1.8
60.8,1.04,190,864.57,-704,-0.0202,1.8
60.4,1.02,182,810.76,-672,-0.0302,1.9
60.5,1,171,741.82,-656,-0.0302,1.9
60.5,1.03,160,669.13,-656,-0.0403,2.3
60.5,1.02,150,601.43,-640,-0.0302,2.3
62.9,1,137,518.39,-640,-0.0302,1.9
63,1.05,124,429.36,-640,-0.0202,1.9
62.9,1.05,112,358.54,-640,-0.0302,1.9
62.1,1,100,284.04,-608,-0.0202,1.8
57.3,1,85,182.15,-656,-0.0101,1.2
56.6,1.03,71,98.91,-672,-0.0202,1.9
57.1,1.08,58,20.51,-640,-0.0202,2.6
57.1,1.07,46,51.05,-544,-0.0202,2.8
57,1.05,36,124.86,-448,-0.0302,3
56.5,1.07,28,198.67,-352,-0.0202,3.7
54.3,1.05,21,272.26,-272,-0.0202,3.7
48.1,1,16,345.57,-256,-0.0202,3.3
39.6,1.02,11,418.64,-272,-0.0202,3.5
34.4,1.04,7,491.16,-256,-0.0202,4.2
31.5,1.32,4,563.16,-208,-0.0202,4.6
31.1,1.31,2,634.66,-96,-0.0101,4.4
31.3,1.27,0,705.14,-160,-0.0101,3.5
31.5,1.13,0,775.11,-48,0.0101,3.2
34.9,1.1,0,843.78,-112,0,3.2
44.5,1.05,0,911.15,-160,0.0202,2.3
62.3,1.07,0,976.77,-144,0.0202,0.9
56,1.02,558,2939.45,-656,-0.0202,2.3
56.9,1,544,2869.94,-640,-0.0403,2.1
57.3,1,533,2797.4,-640,-0.0302,2.1
57.1,1.01,523,2745.85,-624,-0.0504,2.1
57.1,1.08,516,2677.87,-608,-0.0403,2.1
57.1,0.95,506,2620.12,-576,-0.0403,1.8
57.1,1.02,496,2558.18,-624,-0.0504,1.8
57.1,1.03,488,2489.07,-624,-0.0504,2.3
57.1,1.01,476,2422.37,-608,-0.0504,2.3
57.1,0.98,461,2337.17,-624,-0.0504,1.8
57.1,0.97,448,2266.26,-656,-0.0605,1.4
57.1,0.98,437,2184.25,-704,-0.0504,1.2
57.1,1,423,2111.61,-752,-0.0504,1.2
